SUMLEV,STNAME,CTYNAME,POPESTIMATE2008,BIRTHS2008,DEATHS2008
050,Pennsylvania,Columbia County,65004,653,697
050,Pennsylvania,Crawford County,88411,1055,929
050,Pennsylvania,Cumberland County,229361,2472,2091
050,Pennsylvania,Dauphin County,256562,3383,2379
050,Pennsylvania,Delaware County,553619,6762,5460
050,Pennsylvania,Elk County,32268,304,369
050,Pennsylvania,Erie County,279175,3379,2649
050,Pennsylvania,Fayette County,143925,1496,1729
050,Pennsylvania,Forest County,6825,43,77
050,Pennsylvania,Franklin County,143495,1872,1378
050,Pennsylvania,Fulton County,14935,170,142
050,Pennsylvania,Greene County,39344,428,436
050,Pennsylvania,Huntingdon County,45543,438,429
050,Pennsylvania,Indiana County,87479,892,902
050,Pennsylvania,Jefferson County,45105,504,543
050,Pennsylvania,Juniata County,23146,293,220
050,Pennsylvania,Lackawanna County,209408,2335,2675
050,Pennsylvania,Lancaster County,502370,7203,4466
050,Pennsylvania,Lawrence County,90272,1010,1130
050,Pennsylvania,Lebanon County,128934,1637,1332
050,Pennsylvania,Lehigh County,339989,4329,3181
050,Pennsylvania,Luzerne County,311983,3309,4074
050,Pennsylvania,Lycoming County,116670,1396,1237
050,Pennsylvania,McKean County,43537,477,505
050,Pennsylvania,Mercer County,116652,1261,1389
050,Pennsylvania,Mifflin County,46062,631,539
050,Pennsylvania,Monroe County,165058,1712,1251
050,Pennsylvania,Montgomery County,778048,9220,7026
050,Pennsylvania,Montour County,17705,209,234
050,Pennsylvania,Northampton County,294787,3447,2655
050,Pennsylvania,Northumberland County,91091,980,1149
050,Pennsylvania,Perry County,45185,567,388
050,Pennsylvania,Philadelphia County,1447395,22199,15343
050,Pennsylvania,Pike County,59664,450,450
050,Pennsylvania,Potter County,16720,194,208
050,Pennsylvania,Schuylkill County,147254,1528,1928
050,Pennsylvania,Snyder County,38074,488,322
050,Pennsylvania,Somerset County,77454,744,965
050,Pennsylvania,Sullivan County,6124,52,105
050,Pennsylvania,Susquehanna County,40831,441,454
050,Pennsylvania,Tioga County,40574,425,423
050,Pennsylvania,Union County,43640,449,373
050,Pennsylvania,Venango County,54423,603,645
050,Pennsylvania,Warren County,40728,403,485
050,Pennsylvania,Washington County,206407,2131,2356
050,Pennsylvania,Wayne County,52016,495,634
050,Pennsylvania,Westmoreland County,361589,3403,4296
050,Pennsylvania,Wyoming County,27759,311,274
050,Pennsylvania,York County,424583,5433,3478
040,Rhode Island,Rhode Island,1050788,12743,9197
050,Rhode Island,Bristol County,49838,435,509
050,Rhode Island,Kent County,168058,1748,1600
050,Rhode Island,Newport County,80478,864,675
050,Rhode Island,Providence County,626150,8496,5460
050,Rhode Island,Washington County,126264,1200,953
040,South Carolina,South Carolina,4479800,60698,41085
050,South Carolina,Abbeville County,25404,290,266
050,South Carolina,Aiken County,154071,1943,1568
050,South Carolina,Allendale County,10447,148,135
050,South Carolina,Anderson County,182825,2369,1924
050,South Carolina,Bamberg County,15307,182,191
050,South Carolina,Barnwell County,22872,326,274
050,South Carolina,Beaufort County,150415,2369,1275
050,South Carolina,Berkeley County,169327,2594,1114
050,South Carolina,Calhoun County,14583,163,168
050,South Carolina,Charleston County,348046,4926,2934
050,South Carolina,Cherokee County,54394,683,585
050,South Carolina,Chester County,32618,408,369
050,South Carolina,Chesterfield County,42882,535,457
050,South Carolina,Clarendon County,33149,425,368
050,South Carolina,Colleton County,39019,518,416
050,South Carolina,Darlington County,67031,855,764
050,South Carolina,Dillon County,30698,474,348
050,South Carolina,Dorchester County,127133,1837,876
050,South Carolina,Edgefield County,25546,265,244
050,South Carolina,Fairfield County,23435,297,290
050,South Carolina,Florence County,132800,1976,1363
050,South Carolina,Georgetown County,60731,762,629
050,South Carolina,Greenville County,438119,6204,3566
050,South Carolina,Greenwood County,68549,886,708
050,South Carolina,Hampton County,21075,302,215
050,South Carolina,Horry County,257380,3318,2508
050,South Carolina,Jasper County,22330,337,206
050,South Carolina,Kershaw County,58901,802,555
050,South Carolina,Lancaster County,75913,965,706
050,South Carolina,Laurens County,69681,792,745
050,South Carolina,Lee County,19891,248,233
050,South Carolina,Lexington County,248518,3378,1971
050,South Carolina,McCormick County,10093,76,137
050,South Carolina,Marion County,33843,467,376
050,South Carolina,Marlboro County,28704,335,341
050,South Carolina,Newberry County,37823,516,429
050,South Carolina,Oconee County,71274,837,750
050,South Carolina,Orangeburg County,90336,1282,975
050,South Carolina,Pickens County,116915,1354,987
050,South Carolina,Richland County,364001,4858,2744
050,South Carolina,Saluda County,18625,241,216
050,South Carolina,Spartanburg County,280738,3703,2704
050,South Carolina,Sumter County,104148,1625,1000
050,South Carolina,Union County,27672,307,380
050,South Carolina,Williamsburg County,35090,466,419
050,South Carolina,York County,217448,3054,1656
040,South Dakota,South Dakota,804194,12465,6539
050,South Dakota,Aurora County,2867,34,30
050,South Dakota,Beadle County,15878,236,182
050,South Dakota,Bennett County,3393,65,14
050,South Dakota,Bon Homme County,7079,68,89
050,South Dakota,Brookings County,29668,370,173
050,South Dakota,Brown County,35154,513,340
050,South Dakota,Brule County,5205,84,48
050,South Dakota,Buffalo County,2142,63,2
050,South Dakota,Butte County,9593,150,101
050,South Dakota,Campbell County,1352,8,5
050,South Dakota,Charles Mix County,8906,154,97
050,South Dakota,Clark County,3436,43,34
050,South Dakota,Clay County,13605,161,75
050,South Dakota,Codington County,26317,416,243
050,South Dakota,Corson County,4136,100,13
050,South Dakota,Custer County,7811,87,88
050,South Dakota,Davison County,18931,307,191
050,South Dakota,Day County,5526,76,75
050,South Dakota,Deuel County,4276,55,45
050,South Dakota,Dewey County,5931,161,23
050,South Dakota,Douglas County,2945,32,38
050,South Dakota,Edmunds County,4034,41,34
050,South Dakota,Fall River County,7145,67,105
050,South Dakota,Faulk County,2255,24,24
050,South Dakota,Grant County,7101,81,86
050,South Dakota,Gregory County,4084,49,53
050,South Dakota,Haakon County,1819,21,20
050,South Dakota,Hamlin County,5660,111,67
050,South Dakota,Hand County,3274,39,42
050,South Dakota,Hanson County,3609,49,11
050,South Dakota,Harding County,1145,14,3
050,South Dakota,Hughes County,16746,233,141
050,South Dakota,Hutchinson County,7250,73,103
050,South Dakota,Hyde County,1424,13,15
050,South Dakota,Jackson County,2711,70,11
050,South Dakota,Jerauld County,1982,19,16
050,South Dakota,Jones County,1024,16,2
050,South Dakota,Kingsbury County,5394,55,83
050,South Dakota,Lake County,11693,158,99
050,South Dakota,Lawrence County,23524,298,212
050,South Dakota,Lincoln County,39713,804,198
050,South Dakota,Lyman County,3811,68,11
050,South Dakota,McCook County,5671,84,73
050,South Dakota,McPherson County,2480,18,33
050,South Dakota,Marshall County,4320,55,43
050,South Dakota,Meade County,23989,334,191
050,South Dakota,Mellette County,1982,43,4
050,South Dakota,Miner County,2435,29,34
050,South Dakota,Minnehaha County,179180,2820,1192
050,South Dakota,Moody County,6414,97,53
050,South Dakota,Pennington County,98533,1650,672
050,South Dakota,Perkins County,2900,28,40
050,South Dakota,Potter County,2123,25,31
050,South Dakota,Roberts County,9851,173,92
050,South Dakota,Sanborn County,2447,31,16
050,South Dakota,Shannon County,13637,406,127
050,South Dakota,Spink County,6664,86,76
050,South Dakota,Stanley County,2703,39,3
050,South Dakota,Sully County,1356,28,3
050,South Dakota,Todd County,10167,292,61
050,South Dakota,Tripp County,5681,69,72
050,South Dakota,Turner County,8366,94,102
050,South Dakota,Union County,14131,190,101
050,South Dakota,Walworth County,5238,64,69
050,South Dakota,Yankton County,21835,281,207
050,South Dakota,Ziebach County,2542,43,2
040,Tennessee,Tennessee,6214888,85261,58789
050,Tennessee,Anderson County,74169,903,819
050,Tennessee,Bedford County,44696,709,404
050,Tennessee,Benton County,16193,166,215
050,Tennessee,Bledsoe County,13142,137,116
050,Tennessee,Blount County,121511,1434,1227
050,Tennessee,Bradley County,96472,1279,869
050,Tennessee,Campbell County,40936,496,498
050,Tennessee,Cannon County,13804,141,146
050,Tennessee,Carroll County,28719,348,393
050,Tennessee,Carter County,59492,636,670
050,Tennessee,Cheatham County,39396,508,306
050,Tennessee,Chester County,16309,196,150
050,Tennessee,Claiborne County,31461,377,385
050,Tennessee,Clay County,7794,90,99
050,Tennessee,Cocke County,35688,422,437
050,Tennessee,Coffee County,52134,695,581
050,Tennessee,Crockett County,14186,193,180
050,Tennessee,Cumberland County,53590,576,672
050,Tennessee,Davidson County,626144,9590,5317
050,Tennessee,Decatur County,11288,125,173
050,Tennessee,DeKalb County,18694,240,214
050,Tennessee,Dickson County,47884,701,450
050,Tennessee,Dyer County,37600,497,410
050,Tennessee,Fayette County,38173,505,364
050,Tennessee,Fentress County,17667,207,239
050,Tennessee,Franklin County,41165,476,411
050,Tennessee,Gibson County,49257,635,667
050,Tennessee,Giles County,29184,333,335
050,Tennessee,Grainger County,22708,269,243
050,Tennessee,Greene County,66157,754,778
050,Tennessee,Grundy County,14220,185,185
050,Tennessee,Hamblen County,62132,886,663
050,Tennessee,Hamilton County,332848,4329,3373
050,Tennessee,Hancock County,6693,86,87
050,Tennessee,Hardeman County,27848,320,307
050,Tennessee,Hardin County,26227,292,337
050,Tennessee,Hawkins County,57477,666,599
050,Tennessee,Haywood County,19024,263,227
050,Tennessee,Henderson County,26916,373,315
050,Tennessee,Henry County,31770,367,447
050,Tennessee,Hickman County,23841,273,240
050,Tennessee,Houston County,8137,107,119
050,Tennessee,Humphreys County,18149,224,213
050,Tennessee,Jackson County,10847,101,142
050,Tennessee,Jefferson County,51074,586,495
050,Tennessee,Johnson County,18112,168,205
050,Tennessee,Knox County,430019,5498,3793
050,Tennessee,Lake County,7323,67,93
050,Tennessee,Lauderdale County,26692,375,276
050,Tennessee,Lawrence County,40954,555,459
050,Tennessee,Lewis County,11564,168,136
050,Tennessee,Lincoln County,33116,437,354
050,Tennessee,Loudon County,46445,561,534
050,Tennessee,McMinn County,52511,622,575
050,Tennessee,McNairy County,25724,341,317
050,Tennessee,Macon County,21838,276,238
050,Tennessee,Madison County,96376,1389,918
050,Tennessee,Marion County,28247,353,322
050,Tennessee,Marshall County,29731,397,261
050,Tennessee,Maury County,81938,1151,763
050,Tennessee,Meigs County,11790,121,116
050,Tennessee,Monroe County,45648,588,457
050,Tennessee,Montgomery County,154756,2796,968
050,Tennessee,Moore County,6195,59,55
050,Tennessee,Morgan County,20404,230,193
050,Tennessee,Obion County,31375,383,388
050,Tennessee,Overton County,20975,270,291
050,Tennessee,Perry County,7753,93,109
050,Tennessee,Pickett County,4801,53,61
050,Tennessee,Polk County,15671,180,199
050,Tennessee,Putnam County,71160,983,711
050,Tennessee,Rhea County,30781,419,318
050,Tennessee,Roane County,53430,538,621
050,Tennessee,Robertson County,64898,1064,547
050,Tennessee,Rutherford County,249270,3979,1403
050,Tennessee,Scott County,22039,318,229
050,Tennessee,Sequatchie County,13580,172,126
050,Tennessee,Sevier County,84835,1078,790
050,Tennessee,Shelby County,906825,14564,7735
050,Tennessee,Smith County,19107,241,188
050,Tennessee,Stewart County,13226,152,150
050,Tennessee,Sullivan County,153900,1663,1839
050,Tennessee,Sumner County,155474,2141,1223
050,Tennessee,Tipton County,58706,814,539
050,Tennessee,Trousdale County,7822,90,85
050,Tennessee,Unicoi County,17718,182,255
050,Tennessee,Union County,19008,240,179
050,Tennessee,Van Buren County,5481,62,58
050,Tennessee,Warren County,39842,534,433
050,Tennessee,Washington County,118639,1447,1188
050,Tennessee,Wayne County,16614,175,177
050,Tennessee,Weakley County,33375,363,356
050,Tennessee,White County,25129,335,322
050,Tennessee,Williamson County,171452,2358,880
050,Tennessee,Wilson County,109803,1522,839
040,Texas,Texas,24326974,412757,161298
050,Texas,Anderson County,56838,684,608
050,Texas,Andrews County,13645,241,110
050,Texas,Angelina County,83038,1355,773
050,Texas,Aransas County,24900,281,283
050,Texas,Archer County,9119,117,83
050,Texas,Armstrong County,2123,24,20
050,Texas,Atascosa County,43877,712,338
050,Texas,Austin County,26851,372,262
050,Texas,Bailey County,6279,131,51
050,Texas,Bandera County,20303,207,169
050,Texas,Bastrop County,73491,958,546
050,Texas,Baylor County,3737,58,58
050,Texas,Bee County,32661,387,237
050,Texas,Bell County,285084,5890,1789
050,Texas,Bexar County,1622899,28018,11011
050,Texas,Blanco County,9082,116,95
050,Texas,Borden County,593,2,0
050,Texas,Bosque County,17760,226,237
050,Texas,Bowie County,92283,1193,981
050,Texas,Brazoria County,301044,4982,1976
050,Texas,Brazos County,175122,2698,864
050,Texas,Brewster County,9331,121,71
050,Texas,Briscoe County,1462,14,12
050,Texas,Brooks County,7549,149,63
050,Texas,Brown County,38379,499,457
050,Texas,Burleson County,16610,226,151
050,Texas,Burnet County,44488,559,498
050,Texas,Caldwell County,36899,543,272
050,Texas,Calhoun County,20406,305,187
050,Texas,Callahan County,13533,164,136
050,Texas,Cameron County,392736,9123,2298
050,Texas,Camp County,12666,228,127
050,Texas,Carson County,6251,78,67
050,Texas,Cass County,29284,347,390
050,Texas,Castro County,7129,126,58
050,Texas,Chambers County,29356,383,188
050,Texas,Cherokee County,48321,768,476
050,Texas,Childress County,7536,84,78
050,Texas,Clay County,10888,110,103
050,Texas,Cochran County,2977,58,11
050,Texas,Coke County,3480,30,59
050,Texas,Coleman County,8577,106,148
050,Texas,Collin County,762010,11891,2839
050,Texas,Collingsworth County,2985,51,33
050,Texas,Colorado County,20734,279,219
050,Texas,Comal County,109635,1553,841
050,Texas,Comanche County,13483,196,168
050,Texas,Concho County,3610,32,17
050,Texas,Cooke County,38407,569,353
050,Texas,Coryell County,72654,872,313
050,Texas,Cottle County,1617,20,8
050,Texas,Crane County,4017,67,22
050,Texas,Crockett County,3802,62,18
050,Texas,Crosby County,6192,110,57
050,Texas,Culberson County,2431,29,5
050,Texas,Dallam County,6267,113,30
050,Texas,Dallas County,2412827,42533,14191
050,Texas,Dawson County,13692,203,125
050,Texas,Deaf Smith County,18501,379,145
050,Texas,Delta County,5458,62,58
050,Texas,Denton County,636557,10275,2399
050,Texas,DeWitt County,19596,235,229
050,Texas,Dickens County,2450,22,20
050,Texas,Dimmit County,9758,176,65
050,Texas,Donley County,3850,38,40
050,Texas,Duval County,12033,211,119
050,Texas,Eastland County,18186,254,248
050,Texas,Ector County,131941,2540,1076
050,Texas,Edwards County,1952,29,1
050,Texas,Ellis County,148186,2422,975
050,Texas,El Paso County,742062,15224,4598
050,Texas,Erath County,35870,532,309
050,Texas,Falls County,16900,214,179
050,Texas,Fannin County,33229,418,398
050,Texas,Fayette County,22698,264,311
050,Texas,Fisher County,3912,38,38
050,Texas,Floyd County,6455,96,54
050,Texas,Foard County,1361,13,9
050,Texas,Fort Bend County,532141,7660,2067
050,Texas,Franklin County,11001,145,120
050,Texas,Freestone County,18923,242,206
050,Texas,Frio County,16163,256,112
050,Texas,Gaines County,15081,330,89
050,Texas,Galveston County,288239,4309,2391
050,Texas,Garza County,4628,52,32
050,Texas,Gillespie County,23782,278,313
050,Texas,Glasscock County,1212,12,1
050,Texas,Goliad County,7152,80,68
050,Texas,Gonzales County,19155,363,188
050,Texas,Gray County,22248,356,247
050,Texas,Grayson County,118804,1729,1206
050,Texas,Gregg County,117528,1937,1167
050,Texas,Grimes County,25895,361,231
050,Texas,Guadalupe County,117172,1687,798
050,Texas,Hale County,35234,652,282
050,Texas,Hall County,3400,41,44
050,Texas,Hamilton County,8092,98,126
050,Texas,Hansford County,5280,121,41
050,Texas,Hardeman County,3984,57,43
050,Texas,Hardin County,52143,709,483
050,Texas,Harris County,3984349,70702,22055
050,Texas,Harrison County,63594,904,604
050,Texas,Hartley County,5162,76,25
050,Texas,Haskell County,5216,58,76
050,Texas,Hays County,149476,2194,697
050,Texas,Hemphill County,3472,52,17
050,Texas,Henderson County,78814,970,873
050,Texas,Hidalgo County,726604,18125,3557
050,Texas,Hill County,35637,493,393
050,Texas,Hockley County,22205,367,192
050,Texas,Hood County,50573,602,535
050,Texas,Hopkins County,33804,489,342
050,Texas,Houston County,22698,267,304
050,Texas,Howard County,32537,484,356
050,Texas,Hudspeth County,3137,48,5
050,Texas,Hunt County,82805,1165,777
050,Texas,Hutchinson County,21512,310,221
050,Texas,Irion County,1699,12,1
050,Texas,Jack County,8793,90,96
050,Texas,Jackson County,14146,215,145
050,Texas,Jasper County,34374,469,395
050,Texas,Jeff Davis County,2275,16,9
050,Texas,Jefferson County,243090,3384,2451
050,Texas,Jim Hogg County,5016,96,48
050,Texas,Jim Wells County,41069,696,391
050,Texas,Johnson County,153630,2189,1141
050,Texas,Jones County,19197,185,170
050,Texas,Karnes County,15051,189,147
050,Texas,Kaufman County,100527,1638,774
050,Texas,Kendall County,32886,445,296
050,Texas,Kenedy County,388,4,1
050,Texas,Kent County,708,8,7
050,Texas,Kerr County,48269,612,671
050,Texas,Kimble County,4432,48,56
050,Texas,King County,281,2,0
050,Texas,Kinney County,3233,40,17
050,Texas,Kleberg County,30739,521,218
050,Texas,Knox County,3393,46,47
050,Texas,Lamar County,49286,660,570
050,Texas,Lamb County,13585,238,171
050,Texas,Lampasas County,21197,254,198
050,Texas,La Salle County,5861,103,36
050,Texas,Lavaca County,18652,256,239
050,Texas,Lee County,16400,203,138
050,Texas,Leon County,16859,219,198
050,Texas,Liberty County,75333,1114,697
050,Texas,Limestone County,22192,297,247
050,Texas,Lipscomb County,2981,49,22
050,Texas,Live Oak County,11247,118,77
050,Texas,Llano County,18400,173,268
050,Texas,Loving County,42,0,0
050,Texas,Lubbock County,264418,4329,2080
050,Texas,Lynn County,5783,88,50
050,Texas,McCulloch County,7943,102,95
050,Texas,McLennan County,230213,3594,1955
050,Texas,McMullen County,837,6,3
050,Texas,Madison County,13382,163,116
050,Texas,Marion County,10544,105,138
050,Texas,Martin County,4513,80,35
050,Texas,Mason County,3882,38,43
050,Texas,Matagorda County,37265,546,365
050,Texas,Maverick County,52279,1109,305
050,Texas,Medina County,44275,640,357
050,Texas,Menard County,2138,21,27
050,Texas,Midland County,129494,2214,962
050,Texas,Milam County,24892,364,249
050,Texas,Mills County,4998,55,67
050,Texas,Mitchell County,9230,102,102
050,Texas,Montague County,19716,275,283
050,Texas,Montgomery County,429953,6560,2688
050,Texas,Moore County,20308,428,115
050,Texas,Morris County,12915,181,186
050,Texas,Motley County,1260,18,5
050,Texas,Nacogdoches County,62768,1051,538
050,Texas,Navarro County,49456,711,490
050,Texas,Newton County,13752,136,145
050,Texas,Nolan County,14879,235,161
050,Texas,Nueces County,322077,5200,2517
050,Texas,Ochiltree County,9613,206,79
050,Texas,Oldham County,2062,24,3
050,Texas,Orange County,83022,1067,899
050,Texas,Palo Pinto County,27486,391,305
050,Texas,Panola County,23084,320,233
050,Texas,Parker County,111776,1410,828
050,Texas,Parmer County,9224,172,55
050,Texas,Pecos County,16307,255,132
050,Texas,Polk County,46144,520,584
050,Texas,Potter County,120918,2312,1207
050,Texas,Presidio County,7467,153,36
050,Texas,Rains County,11204,112,116
050,Texas,Randall County,114546,1569,734
050,Texas,Reagan County,3086,65,14
050,Texas,Real County,2875,33,23
050,Texas,Red River County,12955,143,189
050,Texas,Reeves County,11062,172,106
050,Texas,Refugio County,7350,90,75
050,Texas,Roberts County,833,13,5
050,Texas,Robertson County,15693,231,172
050,Texas,Rockwall County,77633,1317,402
050,Texas,Runnels County,10273,141,140
050,Texas,Rusk County,48887,684,518
050,Texas,Sabine County,10062,104,143
050,Texas,San Augustine County,8576,102,109
050,Texas,San Jacinto County,24882,272,218
050,Texas,San Patricio County,68399,1180,576
050,Texas,San Saba County,5881,76,70
050,Texas,Schleicher County,2819,45,21
050,Texas,Scurry County,15973,254,143
050,Texas,Shackelford County,3105,35,44
050,Texas,Shelby County,26529,424,292
050,Texas,Sherman County,2930,41,15
050,Texas,Smith County,201277,3243,1770
050,Texas,Somervell County,7942,101,90
050,Texas,Starr County,62249,1604,336
050,Texas,Stephens County,9585,156,109
050,Texas,Sterling County,1257,12,7
050,Texas,Stonewall County,1440,33,15
050,Texas,Sutton County,4270,72,13
050,Texas,Swisher County,7654,133,63
050,Texas,Tarrant County,1750091,30483,10437
050,Texas,Taylor County,126791,2127,1192
050,Texas,Terrell County,924,9,2
050,Texas,Terry County,12135,196,99
050,Texas,Throckmorton County,1667,11,13
050,Texas,Titus County,29793,564,227
050,Texas,Tom Green County,107864,1720,982
050,Texas,Travis County,998543,16571,4471
050,Texas,Trinity County,14147,169,186
050,Texas,Tyler County,20470,246,232
050,Texas,Upshur County,38331,507,432
050,Texas,Upton County,3149,52,6
050,Texas,Uvalde County,26461,484,234
050,Texas,Val Verde County,48053,978,363
050,Texas,Van Zandt County,52197,640,571
050,Texas,Victoria County,86755,1416,750
050,Texas,Walker County,64212,654,429
050,Texas,Waller County,35995,599,272
050,Texas,Ward County,10549,179,93
050,Texas,Washington County,32244,450,356
050,Texas,Webb County,236941,6332,1183
050,Texas,Wharton County,40791,682,419
050,Texas,Wheeler County,4772,72,74
050,Texas,Wichita County,127321,1976,1254
050,Texas,Wilbarger County,13782,231,155
050,Texas,Willacy County,20600,405,123
050,Texas,Williamson County,394193,6459,1833
050,Texas,Wilson County,40398,551,334
050,Texas,Winkler County,6675,116,48
050,Texas,Wise County,58506,746,458
050,Texas,Wood County,42461,502,565
050,Texas,Yoakum County,7571,139,56
050,Texas,Young County,17579,238,222
050,Texas,Zapata County,13847,315,96
050,Texas,Zavala County,11678,235,88
040,Utah,Utah,2736424,56991,13779
050,Utah,Beaver County,6162,122,57
050,Utah,Box Elder County,49015,954,308
050,Utah,Cache County,112616,2854,442
050,Utah,Carbon County,19549,333,185
050,Utah,Daggett County,938,11,1
050,Utah,Davis County,295332,6506,1318
050,Utah,Duchesne County,16861,389,124
050,Utah,Emery County,10510,177,86
050,Utah,Garfield County,4658,78,35
050,Utah,Grand County,9589,109,68
050,Utah,Iron County,44540,1077,262
050,Utah,Juab County,9983,207,66
050,Utah,Kane County,6577,108,62
050,Utah,Millard County,12082,198,104
050,Utah,Morgan County,8669,170,33
050,Utah,Piute County,1404,18,6
050,Utah,Rich County,2205,37,7
050,Utah,Salt Lake County,1022651,19540,5367
050,Utah,San Juan County,15055,276,55
050,Utah,Sanpete County,25520,463,164
050,Utah,Sevier County,20014,390,167
050,Utah,Summit County,36100,552,112
050,Utah,Tooele County,56941,1191,262
050,Utah,Uintah County,29885,640,189
050,Utah,Utah County,530837,12864,1844
050,Utah,Wasatch County,21066,443,100
050,Utah,Washington County,137589,2954,921
050,Utah,Wayne County,2589,39,9
050,Utah,Weber County,227487,4291,1425
040,Vermont,Vermont,621270,6617,5047
050,Vermont,Addison County,36617,367,257
050,Vermont,Bennington County,36382,373,394
050,Vermont,Caledonia County,30470,360,279
050,Vermont,Chittenden County,152782,1626,946
050,Vermont,Essex County,6500,56,74
050,Vermont,Franklin County,47949,605,353
050,Vermont,Grand Isle County,7729,74,46
050,Vermont,Lamoille County,24833,302,168
050,Vermont,Orange County,28917,294,237
050,Vermont,Orleans County,27189,299,240
050,Vermont,Rutland County,63331,627,625
050,Vermont,Washington County,58829,632,500
050,Vermont,Windham County,43176,451,385
050,Vermont,Windsor County,56566,551,543
040,Virginia,Virginia,7769089,108095,59370
050,Virginia,Accomack County,38180,489,452
050,Virginia,Albemarle County,94075,1101,636
050,Virginia,Alleghany County,16202,194,222
050,Virginia,Amelia County,12808,163,123
050,Virginia,Amherst County,32539,327,323
050,Virginia,Appomattox County,14501,170,133
050,Virginia,Arlington County,209969,2929,1039
050,Virginia,Augusta County,71250,815,595
050,Virginia,Bath County,4544,24,62
050,Virginia,Bedford County,66831,724,518
050,Virginia,Bland County,6918,63,76
050,Virginia,Botetourt County,32261,299,246
050,Virginia,Brunswick County,17580,196,220
050,Virginia,Buchanan County,23521,234,295
050,Virginia,Buckingham County,15977,163,171
050,Virginia,Campbell County,53030,612,473
050,Virginia,Caroline County,27632,415,248
050,Virginia,Carroll County,29158,291,334
050,Virginia,Charles City County,7212,73,69
050,Virginia,Charlotte County,12248,146,157
050,Virginia,Chesterfield County,303469,4139,1662
050,Virginia,Clarke County,14458,144,139
050,Virginia,Craig County,5087,49,61
050,Virginia,Culpeper County,46203,695,339
050,Virginia,Cumberland County,9670,117,74
050,Virginia,Dickenson County,16405,175,225
050,Virginia,Dinwiddie County,26082,300,243
050,Virginia,Essex County,11091,143,140
050,Virginia,Fairfax County,1015302,13631,4518
050,Virginia,Fauquier County,66839,849,463
050,Virginia,Floyd County,14821,162,147
050,Virginia,Fluvanna County,25544,362,181
050,Virginia,Franklin County,51477,597,473
050,Virginia,Frederick County,73898,1094,474
050,Virginia,Giles County,17249,183,213
050,Virginia,Gloucester County,38656,447,315
050,Virginia,Goochland County,20956,221,167
050,Virginia,Grayson County,15969,152,220
050,Virginia,Greene County,17964,280,118
050,Virginia,Greensville County,11955,160,106
050,Virginia,Halifax County,35412,425,473
050,Virginia,Hanover County,99716,1113,748
050,Virginia,Henrico County,292599,4164,2459
050,Virginia,Henry County,55316,642,646
050,Virginia,Highland County,2426,16,24
050,Virginia,Isle of Wight County,35472,413,301
050,Virginia,James City County,62414,631,502
050,Virginia,King and Queen County,6830,83,87
050,Virginia,King George County,23170,400,126
050,Virginia,King William County,16040,218,123
050,Virginia,Lancaster County,11466,111,193
050,Virginia,Lee County,23448,254,304
050,Virginia,Loudoun County,289995,5450,969
050,Virginia,Louisa County,32716,418,314
050,Virginia,Lunenburg County,12941,150,154
050,Virginia,Madison County,13639,163,126
050,Virginia,Mathews County,9038,65,117
050,Virginia,Mecklenburg County,32162,368,443
050,Virginia,Middlesex County,10585,86,142
050,Virginia,Montgomery County,89967,932,515
050,Virginia,Nelson County,15321,168,187
050,Virginia,New Kent County,17825,203,115
050,Virginia,Northampton County,13415,182,199
050,Virginia,Northumberland County,12915,122,174
050,Virginia,Nottoway County,15892,184,195
050,Virginia,Orange County,33139,432,319
050,Virginia,Page County,24164,282,254
050,Virginia,Patrick County,18844,183,211
050,Virginia,Pittsylvania County,61123,704,609
050,Virginia,Powhatan County,28006,302,162
050,Virginia,Prince Edward County,21823,224,241
050,Virginia,Prince George County,36089,372,148
050,Virginia,Prince William County,364734,6697,1443
050,Virginia,Pulaski County,34987,357,392
050,Virginia,Rappahannock County,7158,71,73
050,Virginia,Richmond County,9144,105,111
050,Virginia,Roanoke County,90867,1208,877
050,Virginia,Rockbridge County,21570,282,234
050,Virginia,Rockingham County,74394,967,622
050,Virginia,Russell County,28831,304,345
050,Virginia,Scott County,22850,225,299
050,Virginia,Shenandoah County,40777,531,448
050,Virginia,Smyth County,31905,330,418
050,Virginia,Southampton County,18480,189,194
050,Virginia,Spotsylvania County,120031,1773,696
050,Virginia,Stafford County,121736,1737,532
050,Virginia,Surry County,7128,69,66
050,Virginia,Sussex County,12148,137,156
050,Virginia,Tazewell County,43787,484,536
050,Virginia,Warren County,36663,528,307
050,Virginia,Washington County,53038,561,592
050,Virginia,Westmoreland County,17462,206,223
050,Virginia,Wise County,41703,494,454
050,Virginia,Wythe County,28769,344,365
050,Virginia,York County,61027,602,363
050,Virginia,Alexandria city,143885,2529,832
050,Virginia,Bedford city,6312,63,95
050,Virginia,Bristol city,17424,198,259
050,Virginia,Buena Vista city,6471,53,77
050,Virginia,Charlottesville city,41487,526,346
050,Virginia,Chesapeake city,220111,3093,1517
050,Virginia,Colonial Heights city,17768,228,224
050,Virginia,Covington city,6120,51,81
050,Virginia,Danville city,44660,569,748
050,Virginia,Emporia city,5643,59,92
050,Virginia,Fairfax city,23844,346,222
050,Virginia,Falls Church city,11169,139,71
050,Virginia,Franklin city,8877,180,133
050,Virginia,Fredericksburg city,22818,429,233
050,Virginia,Galax city,6808,92,95
050,Virginia,Hampton city,145494,2046,1126
050,Virginia,Harrisonburg city,44015,630,250
050,Virginia,Hopewell city,23142,372,272
